"timestamp","ENERGIE_EINSPEISUNG","LEISTUNG_EINSPEISUNG"
"2021-03-24 02:45:00","219.317","0.000"
"2021-03-24 03:00:00","219.317","0.000"
"2021-03-24 03:15:00","219.317","0.000"
"2021-03-24 03:30:00","219.317","0.000"
"2021-03-24 03:45:00","219.317","0.000"
"2021-03-24 04:00:01","219.317","0.000"
"2021-03-24 04:15:03","219.317","0.000"
"2021-03-24 04:30:00","219.317","0.000"
"2021-03-24 04:45:00","219.329","0.049"
"2021-03-24 05:00:00","219.359","0.118"
"2021-03-24 05:15:00","219.420","0.246"
"2021-03-24 05:30:00","219.542","0.485"
"2021-03-24 05:45:00","219.741","0.797"
"2021-03-24 06:00:00","220.055","1.258"
"2021-03-24 06:15:00","220.485","1.717"
"2021-03-24 06:30:00","220.995","2.043"
"2021-03-24 06:45:00","221.611","2.462"
"2021-03-24 07:00:00","222.325","2.858"
"2021-03-24 07:15:00","223.117","3.169"
"2021-03-24 07:30:00","224.000","3.530"
"2021-03-24 07:45:00","225.019","4.075"
"2021-03-24 08:00:00","226.109","4.363"
"2021-03-24 08:15:00","227.344","4.939"
"2021-03-24 08:30:00","228.707","5.452"
"2021-03-24 08:45:00","230.150","5.770"
"2021-03-24 09:00:00","231.710","6.243"
"2021-03-24 09:15:00","233.303","6.371"
"2021-03-24 09:30:00","234.922","6.477"
"2021-03-24 09:45:00","236.615","6.772"
"2021-03-24 10:00:00","238.398","7.131"
"2021-03-24 10:15:00","240.252","7.417"
"2021-03-24 10:30:00","242.120","7.471"
"2021-03-24 10:45:00","244.077","7.827"
"2021-03-24 11:00:00","245.988","7.644"
"2021-03-24 11:15:00","247.816","7.315"
"2021-03-24 11:30:00","249.741","7.698"
"2021-03-24 11:45:00","251.525","7.135"
"2021-03-24 12:00:00","253.279","7.016"
"2021-03-24 12:15:00","254.994","6.862"
"2021-03-24 12:30:00","256.586","6.370"
"2021-03-24 12:45:00","258.166","6.319"
"2021-03-24 13:00:00","259.651","5.937"
"2021-03-24 13:15:00","260.992","5.366"
"2021-03-24 13:30:00","262.108","4.463"
"2021-03-24 13:45:00","263.230","4.487"
"2021-03-24 14:00:00","264.307","4.310"
"2021-03-24 14:15:00","265.262","3.820"
"2021-03-24 14:30:00","266.142","3.521"
"2021-03-24 14:45:00","266.954","3.244"
"2021-03-24 15:00:00","267.700","2.986"
"2021-03-24 15:15:00","268.343","2.572"
"2021-03-24 15:30:00","268.857","2.057"
"2021-03-24 15:45:00","269.302","1.777"
"2021-03-24 16:00:00","269.681","1.516"
"2021-03-24 16:15:00","270.001","1.281"
"2021-03-24 16:30:00","270.205","0.815"
"2021-03-24 16:45:00","270.351","0.584"
"2021-03-24 17:00:00","270.439","0.355"
"2021-03-24 17:15:00","270.486","0.185"
"2021-03-24 17:30:00","270.512","0.105"
"2021-03-24 17:45:00","270.524","0.049"
"2021-03-24 18:00:00","270.527","0.011"
"2021-03-24 18:15:00","270.527","0.000"
"2021-03-24 18:30:00","270.527","0.000"
"2021-03-24 18:45:00","270.527","0.000"
"2021-03-24 19:00:00","270.527","0.000"
"2021-03-24 19:15:00","270.527","0.000"
"2021-03-24 19:30:00","270.527","0.000"
"2021-03-24 19:45:00","270.527","0.000"
"2021-03-24 20:00:00","270.527","0.000"
"2021-03-24 20:15:00","270.527","0.000"
"2021-03-24 20:30:00","270.527","0.000"
"2021-03-24 20:45:00","270.527","0.000"
"2021-03-24 21:00:00","270.527","0.000"
"2021-03-24 21:15:00","270.527","0.000"
"2021-03-24 21:30:00","270.527","0.000"
"2021-03-24 21:45:00","270.527","0.000"
"2021-03-24 22:00:00","270.527","0.000"
"2021-03-24 22:15:00","270.527","0.000"
"2021-03-24 22:30:00","270.527","0.000"
"2021-03-24 22:45:00","270.527","0.000"
"2021-03-24 23:00:00","270.527","0.000"
"2021-03-24 23:15:00","270.527","0.000"
"2021-03-24 23:30:00","270.527","0.000"
"2021-03-24 23:45:00","270.527","0.000"
"2021-03-25 00:00:00","270.527","0.000"
"2021-03-25 00:15:00","270.527","0.000"
"2021-03-25 00:30:00","270.527","0.000"
"2021-03-25 00:45:00","270.527","0.000"
"2021-03-25 01:00:00","270.527","0.000"
"2021-03-25 01:15:00","270.527","0.000"
"2021-03-25 01:30:00","270.527","0.000"
"2021-03-25 01:45:00","270.527","0.000"
"2021-03-25 02:00:00","270.527","0.000"
"2021-03-25 02:15:00","270.527","0.000"
"2021-03-25 02:30:00","270.527","0.000"
"2021-03-25 02:45:00","270.527","0.000"
"2021-03-25 03:00:00","270.527","0.000"
"2021-03-25 03:15:00","270.527","0.000"
"2021-03-25 03:30:00","270.527","0.000"
"2021-03-25 03:45:00","270.527","0.000"
"2021-03-25 04:00:02","270.527","0.000"
"2021-03-25 04:15:01","270.527","0.000"
"2021-03-25 04:30:00","270.530","0.011"
"2021-03-25 04:45:00","270.537","0.030"
"2021-03-25 05:00:00","270.556","0.078"
"2021-03-25 05:15:00","270.605","0.193"
"2021-03-25 05:30:00","270.683","0.315"
"2021-03-25 05:45:00","270.809","0.502"
"2021-03-25 06:00:00","271.029","0.878"
"2021-03-25 06:15:00","271.293","1.057"
"2021-03-25 06:30:00","271.613","1.279"
"2021-03-25 06:45:00","272.013","1.601"
"2021-03-25 07:00:00","272.506","1.970"
"2021-03-25 07:15:00","273.058","2.209"
"2021-03-25 07:30:00","273.676","2.472"
"2021-03-25 07:45:00","274.367","2.762"
"2021-03-25 08:00:00","275.297","3.723"
"2021-03-25 08:15:00","276.279","3.927"
"2021-03-25 08:30:00","277.309","4.120"
"2021-03-25 08:45:00","278.477","4.673"
"2021-03-25 09:00:00","279.864","5.548"
"2021-03-25 09:15:00","281.322","5.833"
"2021-03-25 09:30:00","282.835","6.050"
"2021-03-25 09:45:00","284.444","6.436"
"2021-03-25 10:00:00","286.025","6.327"
"2021-03-25 10:15:00","287.546","6.084"
"2021-03-25 10:30:00","289.060","6.054"
"2021-03-25 10:45:00","290.621","6.244"
"2021-03-25 11:00:00","292.228","6.426"
"2021-03-25 11:15:00","293.654","5.707"
"2021-03-25 11:30:00","295.126","5.886"
"2021-03-25 11:45:00","296.646","6.082"
"2021-03-25 12:00:00","298.018","5.487"
"2021-03-25 12:15:00","299.328","5.239"
"2021-03-25 12:30:00","300.658","5.319"
"2021-03-25 12:45:00","302.024","5.465"
"2021-03-25 13:00:00","303.223","4.799"
"2021-03-25 13:15:00","304.516","5.169"
"2021-03-25 13:30:00","305.735","4.878"
"2021-03-25 13:45:00","306.880","4.578"
"2021-03-25 14:00:00","307.806","3.706"
"2021-03-25 14:15:00","308.716","3.637"
"2021-03-25 14:30:00","309.532","3.267"
"2021-03-25 14:45:00","310.256","2.893"
"2021-03-25 15:15:00","310.790","2.137"
"2021-03-25 15:30:00","311.260","1.882"
"2021-03-25 15:45:00","311.676","1.661"
"2021-03-25 16:00:00","311.992","1.264"
"2021-03-25 16:15:00","312.224","0.929"
"2021-03-25 16:30:00","312.378","0.615"
"2021-03-25 16:45:00","312.498","0.482"
"2021-03-25 17:00:00","312.582","0.338"
"2021-03-25 17:15:00","312.632","0.200"
"2021-03-25 17:30:00","312.660","0.110"
"2021-03-25 17:45:00","312.669","0.037"
"2021-03-25 18:00:00","312.672","0.011"
"2021-03-25 18:15:00","312.673","0.006"
"2021-03-25 18:30:00","312.673","0.000"
"2021-03-25 18:45:00","312.673","0.000"
"2021-03-25 19:00:00","312.673","0.000"
"2021-03-25 19:15:00","312.673","0.000"
"2021-03-25 19:30:00","312.673","0.000"
"2021-03-25 19:45:00","312.673","0.000"
"2021-03-25 20:00:00","312.673","0.000"
"2021-03-25 20:15:00","312.673","0.000"
"2021-03-25 20:30:00","312.673","0.000"
"2021-03-25 20:45:00","312.673","0.000"
"2021-03-25 21:00:00","312.673","0.000"
"2021-03-25 21:15:00","312.673","0.000"
"2021-03-25 21:30:00","312.673","0.000"
"2021-03-25 21:45:00","312.673","0.000"
"2021-03-25 22:00:00","312.673","0.000"
"2021-03-25 22:15:00","312.673","0.000"
"2021-03-25 22:30:00","312.673","0.000"
"2021-03-25 22:45:00","312.673","0.000"
"2021-03-25 23:00:00","312.673","0.000"
"2021-03-25 23:15:00","312.673","0.000"
"2021-03-25 23:30:00","312.673","0.000"
"2021-03-25 23:45:00","312.673","0.000"
"2021-03-26 00:00:00","312.673","0.000"
"2021-03-26 00:15:00","312.673","0.000"
"2021-03-26 00:30:00","312.673","0.000"
"2021-03-26 00:45:00","312.673","0.000"
"2021-03-26 01:00:00","312.673","0.000"
"2021-03-26 01:15:00","312.673","0.000"
"2021-03-26 01:30:00","312.673","0.000"
"2021-03-26 01:45:00","312.673","0.000"
"2021-03-26 02:00:00","312.673","0.000"
"2021-03-26 02:15:00","312.673","0.000"
"2021-03-26 02:30:00","312.673","0.000"
"2021-03-26 02:45:00","312.673","0.000"
"2021-03-26 03:00:00","312.673","0.000"
"2021-03-26 03:15:00","312.673","0.000"
"2021-03-26 03:30:00","312.673","0.000"
"2021-03-26 03:45:00","312.681","0.029"
"2021-03-26 04:00:00","312.701","0.080"
"2021-03-26 04:15:00","312.732","0.126"
"2021-03-26 04:30:00","312.775","0.173"
"2021-03-26 04:45:00","312.856","0.324"
"2021-03-26 05:00:00","312.963","0.427"
"2021-03-26 05:15:00","313.105","0.566"
"2021-03-26 05:30:00","313.288","0.735"
"2021-03-26 05:45:00","313.492","0.816"
"2021-03-26 06:00:00","313.746","1.017"
"2021-03-26 06:15:00","314.041","1.177"
"2021-03-26 06:30:00","314.399","1.432"
"2021-03-26 06:45:00","314.847","1.794"
"2021-03-26 07:00:00","315.378","2.122"
"2021-03-26 07:15:00","316.012","2.536"
"2021-03-26 07:30:00","316.746","2.936"
"2021-03-26 07:45:00","317.594","3.393"
"2021-03-26 08:00:00","318.635","4.164"
"2021-03-26 08:15:00","319.748","4.454"
"2021-03-26 08:30:00","320.958","4.839"
"2021-03-26 08:45:00","322.201","4.969"
"2021-03-26 09:00:00","323.502","5.208"
"2021-03-26 09:15:00","324.919","5.667"
"2021-03-26 09:30:00","326.527","6.432"
"2021-03-26 09:45:00","328.156","6.515"
"2021-03-26 10:00:00","329.788","6.530"
"2021-03-26 10:15:00","331.183","5.578"
"2021-03-26 10:30:00","332.814","6.524"
"2021-03-26 10:45:00","334.589","7.100"
"2021-03-26 11:00:00","336.382","7.172"
"2021-03-26 11:15:00","338.088","6.824"
"2021-03-26 11:30:00","339.946","7.432"
"2021-03-26 11:45:00","341.753","7.228"
"2021-03-26 12:00:00","343.772","8.074"
"2021-03-26 12:15:00","345.532","7.042"
"2021-03-26 12:30:00","347.002","5.881"
"2021-03-26 12:45:00","348.483","5.923"
"2021-03-26 13:00:00","349.907","5.696"
"2021-03-26 13:15:00","351.368","5.844"
"2021-03-26 13:30:00","352.629","5.042"
"2021-03-26 13:45:00","353.736","4.430"
"2021-03-26 14:00:00","354.700","3.855"
"2021-03-26 14:15:00","355.665","3.859"
"2021-03-26 14:30:00","356.474","3.236"
"2021-03-26 14:45:00","357.332","3.435"
"2021-03-26 15:00:00","358.081","2.993"
"2021-03-26 15:15:00","358.664","2.332"
"2021-03-26 15:30:00","359.050","1.547"
"2021-03-26 15:45:00","359.419","1.474"
"2021-03-26 16:00:00","359.719","1.198"
"2021-03-26 16:15:00","359.893","0.696"
"2021-03-26 16:30:00","360.016","0.492"
"2021-03-26 16:45:00","360.112","0.385"
"2021-03-26 17:00:00","360.217","0.420"
"2021-03-26 17:15:00","360.286","0.275"
"2021-03-26 17:30:00","360.327","0.168"
"2021-03-26 17:45:00","360.361","0.134"
"2021-03-26 18:00:00","360.379","0.074"
"2021-03-26 18:15:00","360.388","0.033"
"2021-03-26 18:30:00","360.388","0.000"
"2021-03-26 18:45:00","360.388","0.000"
"2021-03-26 19:00:00","360.388","0.000"
"2021-03-26 19:15:00","360.388","0.000"
"2021-03-26 19:30:00","360.388","0.000"
"2021-03-26 19:45:00","360.388","0.000"
"2021-03-26 20:00:00","360.388","0.000"
"2021-03-26 20:15:00","360.388","0.000"
"2021-03-26 20:30:00","360.388","0.000"
"2021-03-26 20:45:00","360.388","0.000"
"2021-03-26 21:00:00","360.388","0.000"
"2021-03-26 21:15:00","360.388","0.000"
"2021-03-26 21:30:00","360.388","0.000"
"2021-03-26 21:45:00","360.388","0.000"
"2021-03-26 22:00:00","360.388","0.000"
"2021-03-26 22:15:00","360.388","0.000"
"2021-03-26 22:30:00","360.388","0.000"
"2021-03-26 22:45:00","360.388","0.000"
"2021-03-26 23:00:00","360.388","0.000"
"2021-03-26 23:15:00","360.388","0.000"
"2021-03-26 23:30:00","360.388","0.000"
"2021-03-26 23:45:00","360.388","0.000"
"2021-03-27 00:00:00","360.388","0.000"
"2021-03-27 00:15:00","360.388","0.000"
"2021-03-27 00:30:00","360.388","0.000"
"2021-03-27 00:45:00","360.388","0.000"
"2021-03-27 01:00:00","360.388","0.000"
"2021-03-27 01:15:00","360.388","0.000"
"2021-03-27 01:30:00","360.388","0.000"
"2021-03-27 01:45:00","360.388","0.000"
"2021-03-27 02:00:00","360.388","0.000"
"2021-03-27 02:15:00","360.388","0.000"
"2021-03-27 02:30:00","360.388","0.000"
"2021-03-27 02:45:00","360.388","0.000"
"2021-03-27 03:00:00","360.388","0.000"
"2021-03-27 03:15:00","360.388","0.000"
"2021-03-27 03:30:00","360.388","0.000"
"2021-03-27 03:45:00","360.397","0.038"
"2021-03-27 04:00:00","360.426","0.118"
"2021-03-27 04:15:00","360.477","0.202"
"2021-03-27 04:30:00","360.553","0.303"
"2021-03-27 04:45:00","360.661","0.434"
"2021-03-27 05:00:00","360.809","0.593"
"2021-03-27 05:15:00","361.000","0.761"
"2021-03-27 05:30:00","361.235","0.941"
"2021-03-27 05:45:00","361.571","1.343"
"2021-03-27 06:00:00","361.985","1.656"
"2021-03-27 06:15:00","362.481","1.986"
"2021-03-27 06:30:00","363.192","2.844"
"2021-03-27 06:45:00","364.000","3.231"
"2021-03-27 07:00:00","364.932","3.728"
"2021-03-27 07:15:00","366.045","4.454"
"2021-03-27 07:30:00","367.234","4.753"
"2021-03-27 07:45:00","368.495","5.046"
"2021-03-27 08:00:00","369.776","5.125"
"2021-03-27 08:15:00","371.139","5.452"
"2021-03-27 08:30:00","372.675","6.141"
"2021-03-27 08:45:00","374.201","6.105"
"2021-03-27 09:00:00","375.754","6.213"
"2021-03-27 09:15:00","377.405","6.602"
"2021-03-27 09:30:00","379.277","7.488"
"2021-03-27 09:45:00","381.183","7.627"
"2021-03-27 10:00:00","383.207","8.092"
"2021-03-27 10:15:00","385.205","7.995"
"2021-03-27 10:30:00","387.127","7.686"
"2021-03-27 10:45:00","388.871","6.976"
"2021-03-27 11:00:00","390.773","7.609"
"2021-03-27 11:15:00","392.563","7.160"
"2021-03-27 11:30:00","394.481","7.672"
"2021-03-27 11:45:00","396.320","7.354"
"2021-03-27 12:00:00","398.199","7.518"
"2021-03-27 12:15:00","400.038","7.357"
"2021-03-27 12:30:00","401.728","6.758"
"2021-03-27 12:45:00","403.525","7.188"
"2021-03-27 13:00:00","405.413","7.552"
"2021-03-27 13:15:00","407.135","6.889"
"2021-03-27 13:30:00","408.632","5.986"
"2021-03-27 13:45:00","410.143","6.044"
"2021-03-27 14:00:00","411.655","6.048"
"2021-03-27 14:15:00","413.040","5.539"
"2021-03-27 14:30:00","414.260","4.882"
"2021-03-27 14:45:00","415.336","4.302"
"2021-03-27 15:00:00","416.258","3.688"
"2021-03-27 15:15:00","417.076","3.274"
"2021-03-27 15:30:00","417.711","2.540"
"2021-03-27 15:45:00","418.240","2.113"
"2021-03-27 16:00:00","418.676","1.746"
"2021-03-27 16:15:00","418.989","1.254"
"2021-03-27 16:30:00","419.256","1.066"
"2021-03-27 16:45:00","419.454","0.793"
"2021-03-27 17:00:00","419.647","0.772"
"2021-03-27 17:15:00","419.781","0.536"
"2021-03-27 17:30:00","419.855","0.297"
"2021-03-27 17:45:00","419.905","0.197"
"2021-03-27 18:00:00","419.932","0.110"
"2021-03-27 18:15:00","419.945","0.051"
"2021-03-27 18:30:00","419.945","0.000"
"2021-03-27 18:45:00","419.945","0.000"
"2021-03-27 19:00:00","419.945","0.000"
"2021-03-27 19:15:00","419.945","0.000"
"2021-03-27 19:30:00","419.945","0.000"
"2021-03-27 19:45:00","419.945","0.000"
"2021-03-27 20:00:00","419.945","0.000"
"2021-03-27 20:15:00","419.945","0.000"
"2021-03-27 20:30:00","419.945","0.000"
"2021-03-27 20:45:00","419.945","0.000"
"2021-03-27 21:00:00","419.945","0.000"
"2021-03-27 21:15:00","419.945","0.000"
"2021-03-27 21:30:00","419.945","0.000"
"2021-03-27 21:45:00","419.945","0.000"
"2021-03-27 22:00:00","419.945","0.000"
"2021-03-27 22:15:00","419.945","0.000"
"2021-03-27 22:30:00","419.945","0.000"
"2021-03-27 22:45:00","419.945","0.000"
"2021-03-27 23:00:00","419.945","0.000"
"2021-03-27 23:15:00","419.945","0.000"
"2021-03-27 23:30:00","419.945","0.000"
"2021-03-27 23:45:00","419.945","0.000"
"2021-03-28 00:00:00","419.945","0.000"
"2021-03-28 00:15:00","419.945","0.000"
"2021-03-28 00:30:00","419.945","0.000"
"2021-03-28 00:45:00","419.945","0.000"
"2021-03-28 01:00:00","419.945","0.000"
"2021-03-28 01:15:00","419.945","0.000"
"2021-03-28 01:30:00","419.945","0.000"
"2021-03-28 01:45:00","419.945","0.000"
"2021-03-28 02:00:00","419.945","0.000"
"2021-03-28 02:15:00","419.945","0.000"
"2021-03-28 02:30:00","419.945","0.000"
"2021-03-28 02:45:00","419.945","0.000"
"2021-03-28 03:00:00","419.945","0.000"
"2021-03-28 03:15:00","419.945","0.000"
"2021-03-28 03:30:00","419.945","0.000"
"2021-03-28 03:45:00","419.946","0.006"
"2021-03-28 04:00:00","419.949","0.012"
"2021-03-28 04:15:00","419.957","0.030"
"2021-03-28 04:30:00","419.965","0.035"
"2021-03-28 04:45:00","419.988","0.090"
"2021-03-28 05:00:00","420.028","0.159"
"2021-03-28 05:15:00","420.114","0.347"
"2021-03-28 05:30:00","420.275","0.644"
"2021-03-28 05:45:00","420.523","0.992"
"2021-03-28 06:00:00","420.906","1.531"
"2021-03-28 06:15:00","421.395","1.955"
"2021-03-28 06:30:00","421.980","2.342"
"2021-03-28 06:45:00","422.706","2.903"
"2021-03-28 07:00:00","423.537","3.323"
"2021-03-28 07:15:00","424.521","3.937"
"2021-03-28 07:30:00","425.618","4.386"
"2021-03-28 07:45:00","426.813","4.781"
"2021-03-28 08:00:00","428.165","5.409"
"2021-03-28 08:15:00","429.671","6.024"
"2021-03-28 08:30:00","431.226","6.218"
"2021-03-28 08:45:00","432.837","6.447"
"2021-03-28 09:00:00","434.619","7.124"
"2021-03-28 09:15:00","436.443","7.298"
"2021-03-28 09:30:00","438.358","7.661"
"2021-03-28 09:45:00","440.361","8.009"
"2021-03-28 10:00:00","442.470","8.437"
"2021-03-28 10:15:00","444.606","8.545"
"2021-03-28 10:30:00","446.870","9.054"
"2021-03-28 10:45:00","449.129","9.037"
"2021-03-28 11:00:00","451.138","8.035"
"2021-03-28 11:15:00","453.060","7.690"
"2021-03-28 11:30:00","455.161","8.403"
"2021-03-28 11:45:00","457.150","7.957"
"2021-03-28 12:00:00","458.894","6.974"
"2021-03-28 12:15:00","460.571","6.709"
"2021-03-28 12:30:00","462.275","6.817"
"2021-03-28 12:45:00","463.856","6.324"
"2021-03-28 13:00:00","465.408","6.207"
"2021-03-28 13:15:00","466.941","6.132"
"2021-03-28 13:30:00","468.437","5.985"
"2021-03-28 13:45:00","469.704","5.066"
"2021-03-28 14:00:00","470.942","4.952"
"2021-03-28 14:15:00","472.120","4.713"
"2021-03-28 14:30:00","473.237","4.466"
"2021-03-28 14:45:00","474.188","3.807"
"2021-03-28 15:00:00","475.031","3.372"
"2021-03-28 15:15:00","475.811","3.119"
"2021-03-28 15:30:00","476.464","2.610"
"2021-03-28 15:45:00","476.978","2.059"
"2021-03-28 16:00:00","477.352","1.493"
"2021-03-28 16:15:00","477.634","1.129"
"2021-03-28 16:30:00","477.841","0.830"
"2021-03-28 16:45:00","477.976","0.540"
"2021-03-28 17:00:00","478.055","0.312"
"2021-03-28 17:15:00","478.106","0.205"
"2021-03-28 17:30:00","478.130","0.098"
"2021-03-28 17:45:00","478.144","0.055"
"2021-03-28 18:00:00","478.146","0.010"
"2021-03-28 18:15:00","478.146","0.000"
"2021-03-28 18:30:00","478.146","0.000"
"2021-03-28 18:45:00","478.146","0.000"
"2021-03-28 19:00:00","478.146","0.000"
"2021-03-28 19:15:00","478.146","0.000"
"2021-03-28 19:30:00","478.146","0.000"
"2021-03-28 19:45:00","478.146","0.000"
"2021-03-28 20:00:00","478.146","0.000"
"2021-03-28 20:15:00","478.146","0.000"
"2021-03-28 20:30:00","478.146","0.000"
"2021-03-28 20:45:00","478.146","0.000"
"2021-03-28 21:00:00","478.146","0.000"
"2021-03-28 21:15:00","478.146","0.000"
"2021-03-28 21:30:00","478.146","0.000"
"2021-03-28 21:45:00","478.146","0.000"
"2021-03-28 22:00:00","478.146","0.000"
"2021-03-28 22:15:00","478.146","0.000"
"2021-03-28 22:30:00","478.146","0.000"
"2021-03-28 22:45:00","478.146","0.000"
"2021-03-28 23:00:00","478.146","0.000"
"2021-03-28 23:15:00","478.146","0.000"
"2021-03-28 23:30:00","478.146","0.000"
"2021-03-28 23:45:00","478.146","0.000"
"2021-03-29 00:00:00","478.146","0.000"
"2021-03-29 00:15:00","478.146","0.000"
"2021-03-29 00:30:00","478.146","0.000"
"2021-03-29 00:45:00","478.146","0.000"
"2021-03-29 01:00:00","478.146","0.000"
"2021-03-29 01:15:00","478.146","0.000"
"2021-03-29 01:30:00","478.146","0.000"
"2021-03-29 01:45:00","478.146","0.000"
"2021-03-29 02:00:00","478.146","0.000"
"2021-03-29 02:15:00","478.146","0.000"
"2021-03-29 02:30:00","478.146","0.000"
"2021-03-29 02:45:00","478.146","0.000"
"2021-03-29 03:00:00","478.146","0.000"
"2021-03-29 03:15:00","478.146","0.000"
"2021-03-29 03:30:00","478.146","0.000"
"2021-03-29 03:45:00","478.150","0.016"
"2021-03-29 04:00:00","478.158","0.032"
"2021-03-29 04:15:00","478.174","0.063"
"2021-03-29 04:30:00","478.200","0.106"
"2021-03-29 04:45:00","478.256","0.221"
"2021-03-29 05:00:00","478.329","0.295"
"2021-03-29 05:15:00","478.429","0.399"
"2021-03-29 05:30:00","478.576","0.586"
"2021-03-29 05:45:00","478.807","0.927"
"2021-03-29 06:00:00","479.078","1.084"
"2021-03-29 06:15:00","479.362","1.134"
"2021-03-29 06:30:00","479.688","1.305"
"2021-03-29 06:45:00","480.083","1.581"
"2021-03-29 07:00:00","480.584","2.003"
"2021-03-29 07:15:00","481.087","2.014"
"2021-03-29 07:30:00","481.760","2.692"
"2021-03-29 07:45:00","482.564","3.212"
"2021-03-29 08:00:00","483.365","3.206"
"2021-03-29 08:15:00","484.350","3.939"
"2021-03-29 08:30:00","485.361","4.045"
"2021-03-29 08:45:00","486.506","4.579"
"2021-03-29 09:00:00","487.812","5.224"
"2021-03-29 09:15:00","489.196","5.538"
"2021-03-29 09:30:00","490.740","6.175"
"2021-03-29 09:45:00","492.238","5.992"
"2021-03-29 10:00:00","493.688","5.802"
"2021-03-29 10:15:00","495.272","6.333"
"2021-03-29 10:30:00","496.853","6.326"
"2021-03-29 10:45:00","498.481","6.513"
"2021-03-29 11:00:00","500.131","6.597"
"2021-03-29 11:15:00","501.655","6.099"
"2021-03-29 11:30:00","503.286","6.521"
"2021-03-29 11:45:00","504.855","6.275"
"2021-03-29 12:00:00","506.346","5.967"
"2021-03-29 12:15:00","507.871","6.098"
"2021-03-29 12:30:00","509.270","5.598"
"2021-03-29 12:45:00","510.512","4.965"
"2021-03-29 13:00:00","511.535","4.095"
"2021-03-29 13:15:00","512.415","3.520"
"2021-03-29 13:30:00","513.357","3.768"
"2021-03-29 13:45:00","514.278","3.681"
"2021-03-29 14:00:00","515.178","3.602"
"2021-03-29 14:15:00","516.004","3.302"
"2021-03-29 14:30:00","516.718","2.857"
"2021-03-29 14:45:00","517.321","2.410"
"2021-03-29 15:00:00","517.877","2.226"
"2021-03-29 15:15:00","518.212","1.338"
"2021-03-29 15:30:00","518.475","1.053"
"2021-03-29 15:45:00","518.742","1.068"
"2021-03-29 16:00:00","518.940","0.791"
"2021-03-29 16:15:00","519.088","0.594"
"2021-03-29 16:30:00","519.182","0.374"
"2021-03-29 16:45:00","519.249","0.269"
"2021-03-29 17:00:00","519.283","0.137"
"2021-03-29 17:15:00","519.298","0.057"
"2021-03-29 17:30:00","519.305","0.030"
"2021-03-29 17:45:00","519.309","0.016"
"2021-03-29 18:00:00","519.309","0.000"
"2021-03-29 18:15:00","519.309","0.000"
"2021-03-29 18:30:00","519.309","0.000"
"2021-03-29 18:45:00","519.309","0.000"
"2021-03-29 19:00:00","519.309","0.000"
"2021-03-29 19:15:00","519.309","0.000"
"2021-03-29 19:30:00","519.309","0.000"
"2021-03-29 19:45:00","519.309","0.000"
"2021-03-29 20:00:00","519.309","0.000"
"2021-03-29 20:15:00","519.309","0.000"
